,param_degree,param_kernel,param_l2reg,param_offset,param_sigma,mean_test_sqloss,mean_train_sqloss
5203,-,RBF,0.006172197748934216,-,0.1,0.01656548884036938,0.018119162736231386
5200,-,RBF,0.006215128779336901,-,0.1,0.016579069661471994,0.018136539174129798
5197,-,RBF,0.006258358418670524,-,0.1,0.016592694575224783,0.018153933809391672
5194,-,RBF,0.006301888743924466,-,0.1,0.016606363071023186,0.018171346194220485
5191,-,RBF,0.0063457218465347125,-,0.1,0.016620074634537615,0.01818877588002775
5188,-,RBF,0.006389859832484305,-,0.1,0.016633828747771372,0.018206222417504792
5185,-,RBF,0.006434304822404558,-,0.1,0.01664762488921192,0.018223685356677496
5182,-,RBF,0.006479058951676971,-,0.1,0.016661462533898573,0.018241164246974303
5179,-,RBF,0.006524124370535799,-,0.1,0.016675341153522597,0.018258658637301375
5176,-,RBF,0.006569503244171327,-,0.1,0.01668926021655101,0.018276168076092218
5173,-,RBF,0.006615197752833929,-,0.1,0.01670321918832866,0.018293692111389544
5170,-,RBF,0.00666121009193885,-,0.1,0.01671721753113382,0.01831123029090177
5167,-,RBF,0.006707542472171658,-,0.1,0.016731254704349184,0.018328782162070085
5164,-,RBF,0.006754197119594423,-,0.1,0.016745330164515564,0.01834634727213901
5161,-,RBF,0.006801176275752698,-,0.1,0.016759443365471992,0.018363925168213203
5158,-,RBF,0.006848482197783255,-,0.1,0.016773593758440147,0.018381515397331835
5155,-,RBF,0.006896117158522491,-,0.1,0.01678778079212384,0.01839911750653502
5152,-,RBF,0.0069440834466156,-,0.1,0.01680200391283399,0.018416731042916485
5149,-,RBF,0.006992383366626558,-,0.1,0.016816262564580856,0.018434355553704217
5146,-,RBF,0.007041019239148886,-,0.1,0.016830556189187877,0.01845199058631672
5143,-,RBF,0.007089993400917115,-,0.1,0.01684488422639557,0.018469635688431768
5140,-,RBF,0.007139308204919008,-,0.1,0.01685924611397247,0.018487290408048883
5137,-,RBF,0.007188966020508655,-,0.1,0.016873641287814958,0.018504954293550032
5134,-,RBF,0.007238969233520343,-,0.1,0.016888069182052923,0.018522626893782736
5131,-,RBF,0.007289320246383149,-,0.1,0.016902529229185132,0.018540307758098198
5128,-,RBF,0.007340021478236329,-,0.1,0.01691702086013813,0.018557996436434004
5125,-,RBF,0.007391075365045584,-,0.1,0.016931543504400515,0.018575692479374847
5122,-,RBF,0.007442484359720129,-,0.1,0.016946096590165844,0.01859339543820533
5119,-,RBF,0.007494250932230517,-,0.1,0.016960679544376363,0.01861110486498859
5116,-,RBF,0.007546377569727266,-,0.1,0.016975291792854227,0.01862882031261539
5113,-,RBF,0.007598866776660394,-,0.1,0.01698993276044854,0.018646541334882603
5110,-,RBF,0.007651721074899782,-,0.1,0.01700460187108276,0.018664267486537586
5107,-,RBF,0.0077049430038563065,-,0.1,0.01701929854790124,0.018681998323356163
5104,-,RBF,0.0077585351206038025,-,0.1,0.01703402221336099,0.01869973340219083
5101,-,RBF,0.007812500000001962,-,0.1,0.017048772289360803,0.018717472281044735
5098,-,RBF,0.00786684023482008,-,0.1,0.01706354819730812,0.018735214519122523
5095,-,RBF,0.00792155843586159,-,0.1,0.017078349358278663,0.018752959676895685
5092,-,RBF,0.007976657232089457,-,0.1,0.017093175193077865,0.01877070731616135
5089,-,RBF,0.008032139270752532,-,0.1,0.01710802512237599,0.018788457000106087
5086,-,RBF,0.008088007217512778,-,0.1,0.017122898566793304,0.018806208293359793
5083,-,RBF,0.0081442637565733,-,0.1,0.017137794947038418,0.018823960762054833
5080,-,RBF,0.008200911590807275,-,0.1,0.01715271368397619,0.018841713973887005
5077,-,RBF,0.00825795344188785,-,0.1,0.01716765419876562,0.01885946749817409
5074,-,RBF,0.008315392050418941,-,0.1,0.01718261591294203,0.018877220905911235
5071,-,RBF,0.00837323017606688,-,0.1,0.017197598248545425,0.01889497376983072
5068,-,RBF,0.008431470597692952,-,0.1,0.01721260062820605,0.018912725664452436
5065,-,RBF,0.008490116113486946,-,0.1,0.017227622475241303,0.01893047616614801
5062,-,RBF,0.008549169541101648,-,0.1,0.017242663213801347,0.018948224853192003
5059,-,RBF,0.008608633717788165,-,0.1,0.017257722268916652,0.018965971305814237
5056,-,RBF,0.008668511500532208,-,0.1,0.01727279906664608,0.018983715106255253
5053,-,RBF,0.00872880576619139,-,0.1,0.01728789303416235,0.019001455838833545
5050,-,RBF,0.008789519411633499,-,0.1,0.017303003599843433,0.0190191930899722
5047,-,RBF,0.008850655353875626,-,0.1,0.01731813019339361,0.01903692644827733
5044,-,RBF,0.008912216530224283,-,0.1,0.017333272245934377,0.019054655504574056
5041,-,RBF,0.008974205898416564,-,0.1,0.017348429190099802,0.01907237985196959
5038,-,RBF,0.009036626436762289,-,0.1,0.017363600460135697,0.019090099085889014
5035,-,RBF,0.009099481144287068,-,0.1,0.01737878549203758,0.019107812804145217
5032,-,RBF,0.009162773040876334,-,0.1,0.017393983723566545,0.01912552060696978
5029,-,RBF,0.009226505167420492,-,0.1,0.017409194594431483,0.019143222097076078
5026,-,RBF,0.009290680585961046,-,0.1,0.01742441754633865,0.019160916879699806
5023,-,RBF,0.009355302379837694,-,0.1,0.017439652023103186,0.019178604562647805
